item_identifier,item_weight,item_visibility,item_type,item_mrp,outlet_identifier,outlet_establishment_year,outlet_age_category,item_fat_content_0,item_fat_content_1,item_fat_content_2,outlet_size_0,outlet_size_1,outlet_size_2,outlet_location_type_0,outlet_location_type_1,outlet_location_type_2,new_item_type_0,new_item_type_1,new_item_type_2,outlet_type_0,outlet_type_1,outlet_type_2,outlet_type_3,outlet_0,outlet_1,outlet_2,outlet_3,outlet_4,outlet_5,outlet_6,outlet_7,outlet_8,outlet_9,outlet_age_0,outlet_age_1,outlet_age_2,item_outlet_sales
NCQ06,12.85764518,0.270609205,Household,254.1014,OUT019,1985,old outlet,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15.96876326
FDG16,12.85764518,0.39655723,Frozen Foods,215.0192,OUT019,1985,old outlet,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,32.84198532
FDZ40,12.85764518,0.199970403,Frozen Foods,55.7298,OUT027,1985,old outlet,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,32.01040768
FDY51,12.5,0.284814824,Meat,220.0798,OUT035,2004,New outlet,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,36.36315168
NCN41,17,0.22895847,Health and Hygiene,123.773,OUT018,2009,New outlet,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,35.09601117
NCM17,12.85764518,0.266066516,Health and Hygiene,46.4086,OUT027,1985,old outlet,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,44.8038726
FDP39,12.65,0.264230314,Meat,53.5324,OUT017,2007,New outlet,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,28.82565524
FDZ08,12.5,0.331619628,Fruits and Vegetables,82.7592,OUT035,2004,New outlet,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,24.03985025
FDU03,18.7,0.303234187,Meat,184.2292,OUT018,2009,New outlet,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,35.73519833
FDZ49,11,0.36489124,Canned,218.4798,OUT046,1997,Moderate outlet,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,46.94462696
NCX30,12.85764518,0.215891827,Household,248.6776,OUT019,1985,old outlet,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,22.25657656
FDV08,7.35,0.169271731,Fruits and Vegetables,40.5454,OUT045,2002,Moderate outlet,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,23.35144963
FDB15,10.895,0.369725428,Dairy,264.5568,OUT013,1987,old outlet,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,74.40962841
FDY49,17.2,0.109553982,Canned,165.3184,OUT013,1987,old outlet,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,31.47555242
FDF24,15.5,0.159730939,Baking Goods,83.7934,OUT017,2007,New outlet,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,38.39376512
DRK47,7.905,0.253365949,Hard Drinks,229.4694,OUT045,2002,Moderate outlet,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,45.33568793
DRD37,9.8,0.117983185,Soft Drinks,45.006,OUT017,2007,New outlet,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,28.1478596
FDH40,11.6,0.281515714,Frozen Foods,79.2276,OUT018,2009,New outlet,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,25.49158292
FDL12,12.85764518,0.347913364,Baking Goods,59.422,OUT027,1985,old outlet,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,32.84198532
FDW11,12.85764518,0.220331235,Breads,60.1194,OUT027,1985,old outlet,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,33.38486483
NCE06,5.825,0.302436659,Household,159.7894,OUT035,2004,New outlet,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,35.97659239
FDF32,16.35,0.257161484,Fruits and Vegetables,196.3426,OUT018,2009,New outlet,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,37.2048142
DRI47,14.7,0.14462442,Hard Drinks,141.8128,OUT035,2004,New outlet,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,43.23848286
DRA12,11.6,0.257161484,Soft Drinks,141.9154,OUT035,2004,New outlet,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,31.50726583
FDX45,16.75,0.323679681,Snack Foods,155.163,OUT013,1987,old outlet,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,54.52336197
FDR35,12.5,0.143807159,Breads,197.2742,OUT013,1987,old outlet,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50.87204144
FDK03,12.6,0.351749426,Dairy,253.0356,OUT010,1998,Moderate outlet,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,15.94790268
NCJ18,12.35,0.404728933,Household,117.6124,OUT013,1987,old outlet,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,62.53726249
FDN48,13.35,0.255112626,Baking Goods,93.0804,OUT045,2002,Moderate outlet,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,45.97009028
FDZ59,12.85764518,0.426764997,Baking Goods,165.65,OUT019,1985,old outlet,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25.80310059
FDB57,12.85764518,0.136799269,Fruits and Vegetables,223.4772,OUT027,1985,old outlet,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,84.35680411
DRP35,12.85764518,0.398869538,Hard Drinks,129.3336,OUT019,1985,old outlet,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11.3063522
FDZ59,6.63,0.322389544,Baking Goods,166.85,OUT013,1987,old outlet,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,72.98218961
FDU58,6.61,0.170674858,Snack Foods,188.4898,OUT018,2009,New outlet,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,68.39038675
FDL09,19.6,0.357787449,Snack Foods,166.8816,OUT035,2004,New outlet,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,42.96041899
FDY38,13.6,0.346194369,Dairy,234.53,OUT017,2007,New outlet,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,80.77648173
FDI46,12.85764518,0.272002294,Snack Foods,252.5724,OUT027,1985,old outlet,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,57.19913636
FDL03,19.25,0.165026607,Meat,197.511,OUT017,2007,New outlet,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,31.33775678
DRC25,12.85764518,0.281851489,Soft Drinks,86.7882,OUT019,1985,old outlet,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9.267588683
FDU60,20,0.244994951,Baking Goods,168.7132,OUT045,2002,Moderate outlet,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,80.16421646
FDP25,12.85764518,0.145274981,Canned,217.0824,OUT027,1985,old outlet,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,82.27912493
FDO57,20.75,0.426565967,Snack Foods,161.0578,OUT010,1998,Moderate outlet,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,21.94022334
FDQ09,7.235,0.24129357,Snack Foods,114.8834,OUT049,1999,Moderate outlet,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,57.79548944
NCY05,12.85764518,0.233931009,Health and Hygiene,36.6874,OUT027,1985,old outlet,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,32.53647184
FDA20,6.78,0.258311175,Fruits and Vegetables,187.724,OUT049,1999,Moderate outlet,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,38.61854477
FDF16,7.3,0.379694527,Frozen Foods,146.3076,OUT010,1998,Moderate outlet,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,29.77995299
NCG07,12.3,0.229037896,Household,188.753,OUT013,1987,old outlet,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,61.60405831
FDR46,16.85,0.374146473,Snack Foods,145.276,OUT018,2009,New outlet,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,49.90082164
FDP22,14.65,0.315097283,Snack Foods,49.8666,OUT049,1999,Moderate outlet,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,23.74726511
FDL45,15.6,0.1941152,Snack Foods,123.7704,OUT035,2004,New outlet,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,55.93978906
NCF42,17.35,0.409957204,Household,176.2712,OUT018,2009,New outlet,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,35.07703522
FDD04,16,0.300185231,Dairy,141.3154,OUT049,1999,Moderate outlet,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,57.11176936
FDC45,17,0.369169525,Fruits and Vegetables,170.9106,OUT018,2009,New outlet,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,34.60887458
FDI40,11.5,0.354764257,Frozen Foods,100.5358,OUT045,2002,Moderate outlet,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,45.94836014
FDQ11,5.695,0.260194014,Breads,256.5988,OUT046,1997,Moderate outlet,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,45.34303034
DRM48,15.2,0.336000996,Soft Drinks,36.0848,OUT046,1997,Moderate outlet,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,34.54147652
FDS12,9.1,0.417101489,Baking Goods,126.5362,OUT013,1987,old outlet,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,41.97269112
FDR46,16.85,0.257161484,Snack Foods,146.076,OUT017,2007,New outlet,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,51.34752185
NCO02,11.15,0.271140097,Others,65.9142,OUT045,2002,Moderate outlet,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,28.12419599
FDQ52,17,0.345377524,Frozen Foods,247.4434,OUT013,1987,old outlet,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,54.59048269
FDY28,7.47,0.391166971,Frozen Foods,215.2218,OUT017,2007,New outlet,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,58.47690826
FDE32,20.7,0.220814198,Fruits and Vegetables,37.3506,OUT046,1997,Moderate outlet,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,28.8948646
FDJ58,15.6,0.324462882,Snack Foods,173.2764,OUT035,2004,New outlet,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,61.47422875
FDJ27,17.7,0.349461301,Meat,100.7674,OUT045,2002,Moderate outlet,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,28.54713996
NCM18,13,0.288046293,Household,60.0194,OUT049,1999,Moderate outlet,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,33.38486483
FDA02,14,0.172577336,Dairy,146.3786,OUT045,2002,Moderate outlet,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,29.4426833
FDT26,18.85,0.260678933,Dairy,119.044,OUT046,1997,Moderate outlet,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,48.95794113
DRD60,15.7,0.192937995,Soft Drinks,182.4634,OUT035,2004,New outlet,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,44.71462177
NCR18,15.85,0.143134989,Household,44.0112,OUT046,1997,Moderate outlet,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,21.65001617
FDO27,6.175,0.423175466,Meat,94.3752,OUT046,1997,Moderate outlet,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,36.63676842
FDP25,12.85764518,0.192695688,Canned,216.4824,OUT019,1985,old outlet,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,14.77776708
FDQ51,16,0.132468706,Meat,48.3718,OUT035,2004,New outlet,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,24.78978419
NCH07,13.15,0.305272329,Household,158.1604,OUT017,2007,New outlet,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,37.76431649
FDP44,16.5,0.282622075,Fruits and Vegetables,102.7332,OUT045,2002,Moderate outlet,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,39.2173176
NCP55,14.65,0.106081667,Others,57.0614,OUT017,2007,New outlet,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,30.65034747
FDO09,13.5,0.353794323,Snack Foods,261.491,OUT013,1987,old outlet,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,58.47121514
FDP38,10.1,0.179309799,Canned,50.6008,OUT049,1999,Moderate outlet,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,20.11980119
FDI48,11.85,0.2367141,Baking Goods,51.4666,OUT017,2007,New outlet,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,31.21002083
FDS58,9.285,0.145083476,Snack Foods,161.0578,OUT045,2002,Moderate outlet,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,49.05983082
FDJ55,12.8,0.153383519,Meat,223.5404,OUT035,2004,New outlet,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,75.00673303
NCF06,6.235,0.14223135,Household,260.8962,OUT049,1999,Moderate outlet,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,77.18103783
FDF41,12.15,0.362554614,Frozen Foods,246.846,OUT045,2002,Moderate outlet,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,80.03121891
NCL05,12.85764518,0.289590444,Health and Hygiene,44.077,OUT019,1985,old outlet,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,14.71003059
FDT24,12.35,0.431449035,Baking Goods,78.2328,OUT049,1999,Moderate outlet,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,34.03662733
FDK08,9.195,0.452452247,Fruits and Vegetables,101.0016,OUT010,1998,Moderate outlet,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,14.22684786
FDU55,16.2,0.189888288,Fruits and Vegetables,260.3278,OUT018,2009,New outlet,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,48.40403082
NCY18,7.285,0.17699672,Household,174.6054,OUT017,2007,New outlet,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,54.5599835
FDS11,7.05,0.235708526,Breads,224.7088,OUT046,1997,Moderate outlet,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,55.96358816
FDC28,12.85764518,0.257161484,Frozen Foods,109.9254,OUT019,1985,old outlet,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10.4175525
FDR59,14.5,0.252712388,Breads,262.3594,OUT046,1997,Moderate outlet,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,66.69490085
DRE15,13.35,0.257161484,Dairy,75.7012,OUT017,2007,New outlet,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,37.97529197
FDP19,11.5,0.257161484,Fruits and Vegetables,128.4652,OUT049,1999,Moderate outlet,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,53.30698266
DRN47,12.1,0.129818754,Hard Drinks,180.666,OUT049,1999,Moderate outlet,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,53.63073746
FDJ34,11.8,0.306654922,Snack Foods,124.5704,OUT018,2009,New outlet,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,31.64432335
FDX21,7.05,0.292082415,Snack Foods,107.4912,OUT018,2009,New outlet,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,31.34837795
FDI57,12.85764518,0.231870703,Seafood,195.7768,OUT027,1985,old outlet,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,59.55990598
NCI42,18.75,0.101811325,Household,207.0954,OUT046,1997,Moderate outlet,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,55.91002593
FDL03,19.25,0.164728631,Meat,196.311,OUT045,2002,Moderate outlet,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,56.05868354
FDX37,16.2,0.257161484,Canned,100.57,OUT013,1987,old outlet,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,37.39224519
FDW57,8.31,0.340805804,Snack Foods,176.0028,OUT018,2009,New outlet,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,66.53998798
FDX14,13.1,0.274524902,Dairy,73.8354,OUT017,2007,New outlet,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,44.22804992
FDD09,13.5,0.146616517,Fruits and Vegetables,180.5976,OUT046,1997,Moderate outlet,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,55.48566662
FDM09,11.15,0.293140826,Snack Foods,169.679,OUT046,1997,Moderate outlet,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,31.91667276
NCW54,7.5,0.311136639,Household,56.2588,OUT018,2009,New outlet,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,26.21269921
DRL11,12.85764518,0.218599245,Hard Drinks,156.5946,OUT027,1985,old outlet,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,61.53917777
FDJ58,15.6,0.325153816,Snack Foods,169.9764,OUT018,2009,New outlet,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,52.42539842
FDX21,12.85764518,0.385700058,Snack Foods,111.1912,OUT019,1985,old outlet,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10.44945932
FDA20,6.78,0.258839566,Fruits and Vegetables,186.524,OUT017,2007,New outlet,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,51.08753273
FDL34,16,0.202331794,Snack Foods,141.1496,OUT035,2004,New outlet,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,67.20704725
FDL38,12.85764518,0.121085763,Canned,89.1172,OUT027,1985,old outlet,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,48.16271587
DRL11,10.5,0.219576333,Hard Drinks,159.6946,OUT018,2009,New outlet,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,60.24347102
FDO40,17.1,0.181000066,Frozen Foods,148.8392,OUT018,2009,New outlet,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,45.69407839
DRZ24,7.535,0.257161484,Soft Drinks,121.644,OUT045,2002,Moderate outlet,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,39.47115402
FDM52,15.1,0.161209516,Frozen Foods,146.6076,OUT035,2004,New outlet,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,48.63045959
FDM52,15.1,0.161680092,Frozen Foods,149.0076,OUT017,2007,New outlet,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,64.33205111
FDV49,10,0.161035425,Canned,264.7226,OUT018,2009,New outlet,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,56.31936789
FDF47,20.85,0.313321563,Starchy Foods,224.0746,OUT017,2007,New outlet,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,47.36819608
FDF56,16.7,0.345600399,Fruits and Vegetables,182.1976,OUT035,2004,New outlet,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,26.91450167
FDW12,8.315,0.244009307,Baking Goods,143.6444,OUT010,1998,Moderate outlet,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,12.04758897
FDY09,12.85764518,0.210052872,Snack Foods,173.8054,OUT019,1985,old outlet,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,13.2327397
FDY55,16.75,0.285140016,Fruits and Vegetables,258.4988,OUT035,2004,New outlet,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,64.12472846
FDU36,12.85764518,0.284630394,Baking Goods,98.8384,OUT019,1985,old outlet,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,22.19666642
NCR06,12.5,0.08231444,Household,42.9112,OUT049,1999,Moderate outlet,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,31.97919324
FDW24,6.8,0.19364155,Baking Goods,49.9034,OUT046,1997,Moderate outlet,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,13.94322775
FDF16,7.3,0.293361032,Frozen Foods,149.8076,OUT013,1987,old outlet,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,52.99381473
NCR18,15.85,0.143246215,Household,42.5112,OUT049,1999,Moderate outlet,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,29.19287584
DRD01,12.1,0.247313499,Soft Drinks,56.5614,OUT035,2004,New outlet,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,28.79098817
FDS15,9.195,0.279676438,Meat,107.6596,OUT045,2002,Moderate outlet,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,17.9882962
FDT19,7.59,0.380683806,Fruits and Vegetables,174.708,OUT013,1987,old outlet,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,54.2479124
FDE59,12.15,0.249471407,Starchy Foods,34.5532,OUT013,1987,old outlet,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,18.96132907
